movie_id,genreId
954,53.0
70160,878.0
70160,12.0
70160,14.0
45243,35.0
364,28.0
364,14.0
7518,35.0
7518,16.0
7518,10751.0
11544,16.0
11544,10751.0
9986,35.0
9986,10751.0
9986,14.0
8656,28.0
8656,18.0
8656,10749.0
146216,28.0
146216,35.0
146216,80.0
146216,53.0
9291,35.0
9291,18.0
55301,35.0
55301,14.0
55301,10751.0
55301,10402.0
55301,16.0
109418,35.0
11665,28.0
11665,35.0
11665,53.0
6964,18.0
6964,35.0
6964,10749.0
11324,18.0
11324,53.0
11324,9648.0
12193,35.0
12193,10749.0
12193,18.0
9928,16.0
9928,35.0
9928,10751.0
9928,878.0
754,28.0
754,80.0
754,878.0
754,53.0
10202,14.0
10202,35.0
10202,10751.0
10202,10749.0
4147,53.0
4147,80.0
4147,18.0
50546,10749.0
50546,35.0
1701,28.0
1701,53.0
1701,80.0
13027,9648.0
13027,53.0
13027,28.0
2289,18.0
20504,28.0
20504,53.0
20504,878.0
9574,35.0
9574,10751.0
9574,878.0
11618,27.0
11618,53.0
11618,14.0
11618,9648.0
2300,16.0
2300,35.0
2300,18.0
2300,10751.0
2300,14.0
12096,28.0
12096,35.0
12096,80.0
12096,9648.0
12096,10751.0
10200,18.0
10200,878.0
10200,53.0
8834,28.0
8834,18.0
8834,9648.0
8834,53.0
228150,10752.0
228150,18.0
228150,28.0
6068,28.0
6068,12.0
6068,35.0
6068,10749.0
41515,35.0
41515,10751.0
41515,16.0
41515,12.0
9023,37.0
9023,16.0
9023,12.0
9023,35.0
9023,10751.0
38317,35.0
38317,10749.0
38317,10751.0
2157,12.0
2157,10751.0
2157,878.0
14462,18.0
14462,53.0
14462,9648.0
161795,10749.0
161795,18.0
159824,16.0
159824,35.0
159824,10751.0
49948,16.0
49948,10751.0
49948,10402.0
2135,878.0
2135,12.0
2135,28.0
9822,28.0
9822,12.0
9822,10751.0
9822,14.0
9705,28.0
9705,80.0
9705,53.0
1656,28.0
1656,12.0
12159,18.0
12159,14.0
12159,10749.0
9678,35.0
9678,14.0
9678,10749.0
4442,12.0
4442,14.0
4442,28.0
4442,35.0
4442,53.0
75,35.0
75,14.0
75,878.0
330770,9648.0
330770,18.0
330770,27.0
9433,28.0
9433,12.0
9433,18.0
19959,28.0
19959,878.0
19959,53.0
11973,18.0
11973,53.0
11228,28.0
11228,12.0
11228,53.0
77951,16.0
77951,10751.0
77951,12.0
5491,28.0
5491,878.0
5491,10752.0
10715,16.0
10715,35.0
10715,10751.0
10197,18.0
10197,10402.0
10197,10749.0
9562,28.0
9562,12.0
9562,878.0
9922,18.0
9922,12.0
9447,12.0
9447,35.0
9447,18.0
9447,10751.0
9447,14.0
274854,14.0
274854,28.0
274854,12.0
8870,53.0
8870,28.0
8870,878.0
9992,12.0
9992,14.0
9992,16.0
9992,10751.0
36970,99.0
36970,10751.0
10077,53.0
10077,878.0
10077,12.0
10077,28.0
76649,28.0
76649,12.0
76649,36.0
76649,10749.0
76649,18.0
293644,35.0
293644,16.0
453,18.0
453,10749.0
8587,10751.0
8587,16.0
8587,18.0
72545,12.0
72545,28.0
72545,878.0
109451,16.0
109451,10751.0
109451,35.0
9533,80.0
9533,53.0
9533,27.0
2023,37.0
2023,12.0
71880,35.0
584,28.0
584,80.0
584,53.0
309809,12.0
309809,16.0
309809,14.0
4858,878.0
4858,53.0
17711,28.0
17711,12.0
17711,16.0
17711,35.0
17711,10751.0
328111,16.0
328111,10751.0
8698,14.0
8698,28.0
8698,53.0
8698,878.0
93456,16.0
93456,35.0
93456,10751.0
602,28.0
602,12.0
602,878.0
330,12.0
330,28.0
330,878.0
953,10751.0
953,16.0
9693,18.0
9693,28.0
9693,53.0
9693,878.0
36657,12.0
36657,28.0
36657,878.0
8909,28.0
8909,53.0
8909,80.0
9802,28.0
9802,12.0
9802,53.0
950,16.0
950,10751.0
950,35.0
950,12.0
1824,35.0
1824,10749.0
2976,10751.0
2976,35.0
2976,10402.0
2976,10749.0
11026,27.0
11026,9648.0
11026,53.0
332,28.0
332,12.0
332,35.0
332,10751.0
75656,53.0
75656,80.0
38365,35.0
594,35.0
594,18.0
15189,35.0
15189,10751.0
11678,28.0
11678,12.0
11678,53.0
6538,35.0
6538,18.0
6538,36.0
10555,16.0
10555,28.0
10555,35.0
10555,10751.0
1125,18.0
4551,35.0
4551,80.0
612,18.0
612,28.0
612,36.0
612,53.0
9567,28.0
9567,18.0
9567,10752.0
37821,28.0
37821,35.0
37821,53.0
37821,10749.0
203801,35.0
203801,28.0
203801,12.0
2539,35.0
9297,16.0
9297,35.0
9297,10751.0
9297,14.0
3172,28.0
3172,35.0
3172,80.0
3172,10749.0
6520,28.0
6520,12.0
6520,18.0
6520,10749.0
1439,18.0
1439,36.0
1439,10749.0
37958,14.0
37958,28.0
37958,18.0
2026,9648.0
2026,18.0
2026,53.0
2026,80.0
7450,16.0
7450,28.0
7450,878.0
7450,10751.0
7450,12.0
11375,28.0
11375,12.0
11375,35.0
11375,53.0
9425,28.0
9425,10752.0
9425,878.0
25769,28.0
25769,18.0
25769,27.0
25769,878.0
25769,53.0
23685,12.0
23685,14.0
23685,16.0
23685,28.0
23685,35.0
11866,28.0
11866,12.0
11866,18.0
11866,53.0
9741,878.0
9741,53.0
9741,18.0
211672,10751.0
211672,16.0
211672,12.0
211672,35.0
23629,28.0
23629,14.0
23629,53.0
8688,80.0
8688,9648.0
10153,878.0
153518,10751.0
153518,16.0
8676,10749.0
8676,35.0
8676,12.0
20829,35.0
20829,18.0
4349,53.0
4349,28.0
4349,18.0
9718,35.0
10808,35.0
10808,10751.0
10808,10749.0
10808,14.0
197,28.0
197,18.0
197,36.0
197,10752.0
25,18.0
25,10752.0
35,16.0
35,35.0
35,10751.0
11086,18.0
11086,10749.0
10477,28.0
1997,12.0
1997,18.0
1997,10751.0
6947,18.0
6947,9648.0
6947,53.0
3050,35.0
3050,10751.0
3050,14.0
2675,18.0
2675,53.0
2675,878.0
2675,9648.0
809,12.0
809,16.0
809,35.0
809,10751.0
809,14.0
920,16.0
920,12.0
920,35.0
920,10751.0
4806,35.0
4806,10749.0
7451,28.0
7451,12.0
7451,53.0
228165,16.0
228165,12.0
228165,35.0
228165,10751.0
3595,28.0
3595,53.0
16869,18.0
16869,28.0
16869,53.0
16869,10752.0
879,12.0
879,14.0
879,35.0
879,10751.0
1573,28.0
1573,53.0
9257,28.0
9257,53.0
9257,80.0
1903,18.0
1903,9648.0
1903,10749.0
1903,878.0
1903,53.0
9697,18.0
9697,53.0
9697,14.0
9697,9648.0
395,12.0
395,878.0
395,28.0
23398,35.0
23398,10751.0
23398,16.0
23398,14.0
23398,10402.0
10590,28.0
10590,36.0
10590,10752.0
117263,28.0
117263,53.0
200,878.0
200,28.0
200,12.0
200,53.0
44943,28.0
44943,878.0
587,12.0
587,14.0
587,18.0
10395,14.0
57212,18.0
57212,10752.0
152760,10752.0
152760,18.0
152760,36.0
152760,28.0
2756,12.0
2756,28.0
2756,53.0
2756,878.0
33909,18.0
33909,80.0
49017,27.0
49017,28.0
49017,18.0
49017,14.0
49017,10752.0
9882,18.0
9882,28.0
9882,53.0
9882,80.0
2270,12.0
2270,14.0
2270,10749.0
2270,10751.0
978,12.0
978,18.0
978,36.0
44564,35.0
44564,18.0
3132,28.0
3132,12.0
3132,35.0
3132,53.0
8814,12.0
8814,28.0
8814,27.0
8427,28.0
8427,12.0
8427,35.0
8427,53.0
52520,14.0
52520,28.0
52520,27.0
80585,35.0
80585,18.0
80585,10402.0
80585,10749.0
10592,18.0
10592,10752.0
49021,28.0
49021,12.0
49021,53.0
11535,28.0
11535,878.0
11535,53.0
10550,28.0
10550,12.0
10550,53.0
11258,53.0
12610,12.0
12610,16.0
12610,28.0
12610,35.0
12610,10751.0
59981,16.0
59981,10402.0
59981,10751.0
201088,80.0
201088,18.0
201088,9648.0
5137,9648.0
5137,28.0
5137,53.0
5137,878.0
5137,12.0
3093,80.0
3093,9648.0
3093,53.0
107846,28.0
107846,53.0
188207,28.0
188207,12.0
4614,53.0
4614,28.0
4614,18.0
24021,12.0
24021,14.0
24021,18.0
24021,10749.0
11371,28.0
11371,80.0
11371,53.0
20352,16.0
20352,10751.0
11517,28.0
11517,35.0
11517,80.0
214756,35.0
26428,12.0
26428,18.0
26428,36.0
9824,12.0
9824,14.0
9824,28.0
9824,35.0
9824,878.0
48988,35.0
9008,18.0
9008,53.0
300673,28.0
300673,18.0
300673,36.0
300673,53.0
12113,28.0
12113,18.0
12113,53.0
38778,35.0
72331,28.0
72331,14.0
72331,27.0
1844,10749.0
1844,18.0
1844,9648.0
846,9648.0
846,878.0
846,53.0
9703,28.0
9703,12.0
9703,14.0
9703,10752.0
857,18.0
857,36.0
857,10752.0
136797,28.0
