movie_id,prodCompanyId
20504,1088.0
20504,1885.0
9574,2.0
9574,2173.0
11618,7.0
11618,1560.0
2300,3592.0
2300,8816.0
2300,55527.0
12096,5.0
12096,1507.0
12096,2364.0
12096,3929.0
12096,8411.0
10200,306.0
10200,6332.0
10200,20374.0
10200,20375.0
10200,36390.0
8834,1885.0
8834,6194.0
8834,23397.0
228150,5.0
228150,11029.0
228150,16312.0
228150,34034.0
228150,39649.0
228150,47169.0
6068,175.0
6068,961.0
6068,8816.0
6068,9195.0
41515,2609.0
41515,2785.0
41515,5219.0
41515,13481.0
41515,19045.0
9023,27.0
9023,521.0
38317,5.0
38317,2608.0
38317,3045.0
38317,8000.0
38317,8411.0
38317,46221.0
38317,46222.0
2157,12.0
2157,14024.0
2157,19902.0
2157,30253.0
14462,4.0
14462,258.0
14462,1274.0
161795,27584.0
161795,40955.0
161795,40956.0
159824,5.0
159824,2251.0
49948,2.0
2135,27.0
2135,6194.0
9822,2.0
9822,4361.0
9705,79.0
9705,172.0
9705,1885.0
9705,6194.0
9705,46458.0
1656,56.0
1656,441.0
12159,1382.0
9678,12.0
9678,1565.0
9678,2608.0
4442,308.0
4442,491.0
4442,507.0
4442,748.0
4442,1649.0
4442,7405.0
4442,8411.0
4442,76043.0
75,8601.0
330770,3307.0
330770,5358.0
330770,7395.0
330770,7792.0
330770,10611.0
330770,11199.0
330770,11921.0
330770,18367.0
330770,25818.0
330770,52184.0
330770,58659.0
330770,76444.0
330770,76445.0
330770,76446.0
330770,76447.0
9433,8769.0
19959,9195.0
19959,10227.0
19959,11845.0
19959,41978.0
11973,12.0
11973,335.0
11228,33.0
11228,1302.0
77951,3164.0
77951,6733.0
77951,8089.0
77951,8090.0
77951,8091.0
77951,53498.0
77951,53499.0
5491,1403.0
5491,6194.0
5491,7406.0
5491,10210.0
5491,19718.0
10715,430.0
10715,2785.0
10715,6194.0
10715,12006.0
10715,16061.0
10715,20734.0
10197,308.0
10197,7295.0
9562,4.0
9562,431.0
9562,762.0
9562,18619.0
9562,18620.0
9922,335.0
9922,6194.0
9447,2537.0
274854,491.0
274854,2995.0
274854,7154.0
274854,12006.0
274854,24097.0
274854,33832.0
274854,72441.0
8870,79.0
8870,172.0
8870,6194.0
8870,22351.0
8870,53997.0
9992,104.0
9992,854.0
9992,2525.0
9992,6896.0
36970,4959.0
36970,5358.0
36970,6586.0
36970,6735.0
36970,7454.0
36970,15671.0
36970,16804.0
36970,18367.0
36970,19267.0
